PID,audiofile_name,true_generation_method,generation_method,Rater1,Rater2,Rater3
P805,ASV_Audio/DF_E_3262062-FAKE.wav,computer,computer,Robotic,Robotic,
P805,ASV_Audio/DF_E_4572320-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P805,ASV_Audio/DF_E_4426125-REAL.wav,human,human,Human-Like,Human-Like,
P805,ASV_Audio/DF_E_2137720-FAKE.wav,computer,computer,Speaking Style,Quality,
P805,ASV_Audio/DF_E_4872926-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P805,ASV_Audio/DF_E_2207945-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P805,ASV_Audio/DF_E_2535005-REAL.wav,human,human,Human-Like,Human-Like,
P805,ASV_Audio/DF_E_3437366-REAL.wav,human,human,Speed,Speaking Style,
P805,ASV_Audio/DF_E_2649013-FAKE.wav,computer,computer,Robotic,Robotic,
P805,ASV_Audio/DF_E_3886222-FAKE.wav,computer,computer,Quality,Speaking Style,
P805,ASV_Audio/DF_E_4046575-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P805,ASV_Audio/DF_E_3698827-REAL.wav,human,human,Human-Like,Human-Like,
P805,ASV_Audio/DF_E_2868708-FAKE.wav,computer,computer,Robotic,Robotic,
P807,ASV_Audio/DF_E_3861775-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P807,ASV_Audio/DF_E_3583216-FAKE.wav,computer,human,Prosody,Prosody,
P807,ASV_Audio/DF_E_2334135-FAKE.wav,computer,computer,Prosody,Prosody,
P807,ASV_Audio/DF_E_3158545-FAKE.wav,computer,human,Prosody,Prosody,
P807,ASV_Audio/DF_E_4095803-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_3413276-REAL.wav,human,computer,Prosody,Prosody,
P807,ASV_Audio/DF_E_4605865-REAL.wav,human,human,Liveliness,Liveliness,
P807,ASV_Audio/DF_E_4121356-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P807,ASV_Audio/DF_E_2752525-REAL.wav,human,human,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_4463336-FAKE.wav,computer,computer,Prosody,Prosody,
P807,ASV_Audio/DF_E_4449581-REAL.wav,human,computer,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_4658521-FAKE.wav,computer,computer,Prosody,Prosody,
P807,ASV_Audio/DF_E_3479525-REAL.wav,human,human,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_2416206-REAL.wav,human,human,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_3180497-REAL.wav,human,human,Speaking Style,Speaking Style,
P807,ASV_Audio/DF_E_3228756-FAKE.wav,computer,human,Prosody,Prosody,
P807,ASV_Audio/DF_E_4694270-REAL.wav,human,human,Liveliness,Liveliness,
P807,ASV_Audio/DF_E_4111103-REAL.wav,human,human,Quality,Quality,
P807,ASV_Audio/DF_E_3659202-REAL.wav,human,computer,Liveliness,Speaking Style,
P807,ASV_Audio/DF_E_2385597-FAKE.wav,computer,computer,Quality,Quality,
P810,ASV_Audio/DF_E_4862327-FAKE.wav,computer,human,Human-Like,Human-Like,
P810,ASV_Audio/DF_E_4056121-FAKE.wav,computer,computer,Quality,Quality,
P810,ASV_Audio/DF_E_4839846-FAKE.wav,computer,computer,Quality,Quality,
P810,ASV_Audio/DF_E_3058262-FAKE.wav,computer,computer,Quality,Quality,
P810,ASV_Audio/DF_E_3030279-FAKE.wav,computer,computer,Robotic,Robotic,
P810,ASV_Audio/DF_E_2102803-FAKE.wav,computer,human,Quality,Quality,
P810,ASV_Audio/DF_E_2373183-FAKE.wav,computer,computer,Robotic,Robotic,
P810,ASV_Audio/DF_E_3571910-REAL.wav,human,human,Prosody,Prosody,
P810,ASV_Audio/DF_E_4033688-FAKE.wav,computer,human,Quality,Human-Like,
P810,ASV_Audio/DF_E_3071663-REAL.wav,human,computer,Quality,Quality,
P810,ASV_Audio/DF_E_4061883-FAKE.wav,computer,computer,Quality,Quality,
P810,ASV_Audio/DF_E_3598081-FAKE.wav,computer,computer,Robotic,Robotic,
P810,ASV_Audio/DF_E_4162671-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P810,ASV_Audio/DF_E_3037817-FAKE.wav,computer,computer,Robotic,Robotic,
P810,ASV_Audio/DF_E_3333872-FAKE.wav,computer,computer,Prosody,Quality,
P810,ASV_Audio/DF_E_3896957-REAL.wav,human,computer,Speaking Style,Speaking Style,
P810,ASV_Audio/DF_E_3223061-FAKE.wav,computer,human,Speaking Style,Quality,
P810,ASV_Audio/DF_E_3322267-REAL.wav,human,human,Speaking Style,Speaking Style,
P810,ASV_Audio/DF_E_4653157-REAL.wav,human,human,Speaking Style,Prosody,
P810,ASV_Audio/DF_E_2672850-REAL.wav,human,human,Prosody,Prosody,
P811,ASV_Audio/DF_E_3289922-REAL.wav,human,human,Prosody,Prosody,
P811,ASV_Audio/DF_E_3097990-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3258937-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_4451298-REAL.wav,human,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_2825808-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3741077-REAL.wav,human,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_2516988-REAL.wav,human,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_4581542-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_4494039-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3473181-REAL.wav,human,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_4193684-REAL.wav,human,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3969502-FAKE.wav,computer,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3991174-REAL.wav,human,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3044560-REAL.wav,human,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_2382456-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3210642-FAKE.wav,computer,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_2851347-FAKE.wav,computer,computer,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_2804068-FAKE.wav,computer,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3354992-REAL.wav,human,human,Bad Response,Bad Response,
P811,ASV_Audio/DF_E_3815565-REAL.wav,human,human,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_4523227-FAKE.wav,computer,computer,Prosody,Prosody,
P812,ASV_Audio/DF_E_4583333-REAL.wav,human,computer,Speaking Style,Speaking Style,
P812,ASV_Audio/DF_E_4269627-REAL.wav,human,computer,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_2429871-REAL.wav,human,computer,Prosody,Prosody,
P812,ASV_Audio/DF_E_3554665-REAL.wav,human,computer,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_4475824-FAKE.wav,computer,computer,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_2989295-FAKE.wav,computer,computer,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_4420518-FAKE.wav,computer,computer,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_3694090-REAL.wav,human,human,Prosody,Prosody,
P812,ASV_Audio/DF_E_4287473-FAKE.wav,computer,computer,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_2755450-FAKE.wav,computer,computer,Prosody,Speaking Style,
P812,ASV_Audio/DF_E_2262901-REAL.wav,human,computer,Speaking Style,Speaking Style,
P812,ASV_Audio/DF_E_3309197-REAL.wav,human,human,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_2213539-FAKE.wav,computer,human,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_4320404-REAL.wav,human,computer,Bad Response,Bad Response,
P812,ASV_Audio/DF_E_2920961-FAKE.wav,computer,computer,Prosody,Prosody,
P812,ASV_Audio/DF_E_2167584-REAL.wav,human,human,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_3459097-REAL.wav,human,human,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_2099800-REAL.wav,human,human,Bad Response,Speaking Style,
P812,ASV_Audio/DF_E_4815818-FAKE.wav,computer,human,Bad Response,Bad Response,
P813,ASV_Audio/DF_E_2571835-FAKE.wav,computer,human,Robotic,Robotic,Robotic
P813,ASV_Audio/DF_E_2529104-REAL.wav,human,human,Speaking Style,Speaking Style,
P813,ASV_Audio/DF_E_2682101-FAKE.wav,computer,human,Quality,Speaking Style,
P813,ASV_Audio/DF_E_3304198-FAKE.wav,computer,computer,Prosody,Prosody,
P813,ASV_Audio/DF_E_4208779-FAKE.wav,computer,computer,Robotic,Robotic,
P813,ASV_Audio/DF_E_4566566-REAL.wav,human,human,Prosody,Prosody,
P813,ASV_Audio/DF_E_3076912-FAKE.wav,computer,computer,Robotic,Robotic,
P813,ASV_Audio/DF_E_2876337-REAL.wav,human,human,Human-Like,Human-Like,
P813,ASV_Audio/DF_E_4528487-FAKE.wav,computer,human,Quality,Quality,
P813,ASV_Audio/DF_E_4424560-FAKE.wav,computer,computer,Prosody,Speaking Style,
P813,ASV_Audio/DF_E_4106739-REAL.wav,human,human,Speaking Style,Prosody,
P813,ASV_Audio/DF_E_3413680-FAKE.wav,computer,computer,Robotic,Robotic,
P813,ASV_Audio/DF_E_2621048-FAKE.wav,computer,computer,Robotic,Robotic,
P813,ASV_Audio/DF_E_2004205-REAL.wav,human,human,Speaking Style,Speaking Style,
P813,ASV_Audio/DF_E_3391501-REAL.wav,human,human,Human-Like,Human-Like,
P813,ASV_Audio/DF_E_3149003-REAL.wav,human,human,Prosody,Prosody,
P813,ASV_Audio/DF_E_4284730-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P813,ASV_Audio/DF_E_2508724-REAL.wav,human,human,Human-Like,Human-Like,
P813,ASV_Audio/DF_E_4779320-REAL.wav,human,human,Speaking Style,Prosody,
P813,ASV_Audio/DF_E_4873802-FAKE.wav,computer,computer,Prosody,Prosody,
P816,ASV_Audio/DF_E_4222211-REAL.wav,human,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2148759-FAKE.wav,computer,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2279387-FAKE.wav,computer,human,Quality,Prosody,
P816,ASV_Audio/DF_E_2267828-REAL.wav,human,human,Prosody,Prosody,
P816,ASV_Audio/DF_E_2953760-FAKE.wav,computer,computer,Prosody,Robotic,
P816,ASV_Audio/DF_E_3233139-REAL.wav,human,human,Liveliness,Liveliness,
P816,ASV_Audio/DF_E_4874462-REAL.wav,human,computer,Prosody,Robotic,
P816,ASV_Audio/DF_E_2537361-FAKE.wav,computer,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2192221-REAL.wav,human,human,No Reason,No Reason,
P816,ASV_Audio/DF_E_3870351-REAL.wav,human,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_3085964-REAL.wav,human,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2456556-REAL.wav,human,human,Prosody,Prosody,
P816,ASV_Audio/DF_E_3651227-REAL.wav,human,computer,Human-Like,Human-Like,Human-Like
P816,ASV_Audio/DF_E_3874147-FAKE.wav,computer,human,Human-Like,Human-Like,
P816,ASV_Audio/DF_E_2181018-FAKE.wav,computer,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2943522-FAKE.wav,computer,human,Prosody,Prosody,
P816,ASV_Audio/DF_E_3391210-FAKE.wav,computer,human,Human-Like,Human-Like,
P816,ASV_Audio/DF_E_3884119-FAKE.wav,computer,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_2211619-FAKE.wav,computer,computer,Robotic,Robotic,
P816,ASV_Audio/DF_E_3870811-FAKE.wav,computer,computer,Prosody,Prosody,
P817,ASV_Audio/DF_E_2150143-REAL.wav,human,human,No Reason,No Reason,
P817,ASV_Audio/DF_E_4002613-REAL.wav,human,human,Speaking Style,Speaking Style,
P817,ASV_Audio/DF_E_2888450-REAL.wav,human,computer,Quality,Quality,
P817,ASV_Audio/DF_E_4664131-REAL.wav,human,human,Prosody,Prosody,
P817,ASV_Audio/DF_E_2588603-REAL.wav,human,human,Disfluency,Disfluency,
P817,ASV_Audio/DF_E_3349071-FAKE.wav,computer,computer,Robotic,Robotic,
P817,ASV_Audio/DF_E_4608283-FAKE.wav,computer,computer,Robotic,Robotic,
P817,ASV_Audio/DF_E_4028208-REAL.wav,human,human,Disfluency,Disfluency,
P817,ASV_Audio/DF_E_3530395-FAKE.wav,computer,human,Speed,Speed,
P817,ASV_Audio/DF_E_3319945-REAL.wav,human,computer,Prosody,Prosody,
P817,ASV_Audio/DF_E_3945502-FAKE.wav,computer,computer,Prosody,Prosody,
P817,ASV_Audio/DF_E_2332985-REAL.wav,human,human,Human-Like,Human-Like,
P817,ASV_Audio/DF_E_3277198-REAL.wav,human,human,Speaking Style,Speaking Style,
P817,ASV_Audio/DF_E_2874605-REAL.wav,human,human,Speaking Style,Speaking Style,
P817,ASV_Audio/DF_E_4382102-REAL.wav,human,human,Prosody,Prosody,
P817,ASV_Audio/DF_E_4984354-REAL.wav,human,human,Speaking Style,Speaking Style,
P817,ASV_Audio/DF_E_2244822-FAKE.wav,computer,computer,Robotic,Robotic,
P817,ASV_Audio/DF_E_3889523-FAKE.wav,computer,computer,Quality,Robotic,
P817,ASV_Audio/DF_E_4454429-REAL.wav,human,human,Human-Like,Human-Like,
P817,ASV_Audio/DF_E_3983636-REAL.wav,human,human,Speaking Style,Speaking Style,
P820,ASV_Audio/DF_E_3728136-REAL.wav,human,human,No Reason,No Reason,
P820,ASV_Audio/DF_E_2964562-FAKE.wav,computer,computer,Robotic,Robotic,
P820,ASV_Audio/DF_E_2509400-REAL.wav,human,computer,No Reason,No Reason,
P820,ASV_Audio/DF_E_3206099-REAL.wav,human,human,No Reason,No Reason,
P820,ASV_Audio/DF_E_4115676-REAL.wav,human,computer,No Reason,No Reason,
P820,ASV_Audio/DF_E_2561307-REAL.wav,human,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_2048758-REAL.wav,human,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_2272521-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_2437495-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_3562041-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_3075556-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_4986868-FAKE.wav,computer,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_4400100-REAL.wav,human,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_4138665-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_4661423-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_2517578-FAKE.wav,computer,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_3098177-REAL.wav,human,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_4036496-FAKE.wav,computer,computer,No Reason,Bad Response,
P820,ASV_Audio/DF_E_3207231-FAKE.wav,computer,human,No Reason,Bad Response,
P820,ASV_Audio/DF_E_3183654-FAKE.wav,computer,computer,No Reason,Bad Response,
P821,ASV_Audio/DF_E_4326363-REAL.wav,human,computer,Speaking Style,Speed,
P821,ASV_Audio/DF_E_4385485-FAKE.wav,computer,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_2787174-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_4278850-REAL.wav,human,computer,Speed,Speed,
P821,ASV_Audio/DF_E_3006921-FAKE.wav,computer,computer,Quality,Speaking Style,
P821,ASV_Audio/DF_E_4329173-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_4369423-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_4237341-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_2821311-FAKE.wav,computer,computer,Speaking Style,Quality,
P821,ASV_Audio/DF_E_2310681-FAKE.wav,computer,computer,Robotic,Robotic,
P821,ASV_Audio/DF_E_3835281-FAKE.wav,computer,computer,Quality,Robotic,
P821,ASV_Audio/DF_E_3646761-FAKE.wav,computer,computer,Robotic,Robotic,
P821,ASV_Audio/DF_E_2505860-FAKE.wav,computer,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_2427491-REAL.wav,human,human,Bad Response,Human-Like,
P821,ASV_Audio/DF_E_2774316-FAKE.wav,computer,human,Prosody,Prosody,
P821,ASV_Audio/DF_E_4267544-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_2191476-REAL.wav,human,computer,Robotic,Robotic,
P821,ASV_Audio/DF_E_2160334-REAL.wav,human,human,Human-Like,Human-Like,
P821,ASV_Audio/DF_E_4757202-FAKE.wav,computer,computer,Speed,Robotic,
P821,ASV_Audio/DF_E_2327717-FAKE.wav,computer,computer,Robotic,Robotic,
P824,ASV_Audio/DF_E_4288374-REAL.wav,human,computer,Robotic,Robotic,
P824,ASV_Audio/DF_E_3036874-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3009369-REAL.wav,human,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_4228003-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2984679-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3631395-FAKE.wav,computer,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2173684-REAL.wav,human,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2362326-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3541744-REAL.wav,human,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2546102-REAL.wav,human,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2142987-REAL.wav,human,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_4186312-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3734358-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2863581-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3003937-REAL.wav,human,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3969808-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_4087655-REAL.wav,human,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_4824329-FAKE.wav,computer,computer,No Reason,Bad Response,
P824,ASV_Audio/DF_E_2323138-REAL.wav,human,human,No Reason,Bad Response,
P824,ASV_Audio/DF_E_3010712-REAL.wav,human,computer,No Reason,Bad Response,
P825,ASV_Audio/DF_E_4656909-FAKE.wav,computer,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_3199466-REAL.wav,human,human,Speed,Human-Like,
P825,ASV_Audio/DF_E_4759870-FAKE.wav,computer,computer,Quality,Robotic,
P825,ASV_Audio/DF_E_3615428-FAKE.wav,computer,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_3042962-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_4704226-REAL.wav,human,human,Human-Like,Human-Like,
P825,ASV_Audio/DF_E_4972705-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_2848642-FAKE.wav,computer,computer,Quality,Quality,
P825,ASV_Audio/DF_E_3358159-FAKE.wav,computer,human,Human-Like,Human-Like,
P825,ASV_Audio/DF_E_4182004-FAKE.wav,computer,computer,Quality,Quality,
P825,ASV_Audio/DF_E_3437434-REAL.wav,human,human,Human-Like,Human-Like,
P825,ASV_Audio/DF_E_3572749-REAL.wav,human,human,Bad Response,Human-Like,
P825,ASV_Audio/DF_E_4965062-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_3475646-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_3761018-FAKE.wav,computer,computer,Speaking Style,Robotic,
P825,ASV_Audio/DF_E_3185406-REAL.wav,human,human,Human-Like,Human-Like,
P825,ASV_Audio/DF_E_4424477-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_4424049-FAKE.wav,computer,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_4221798-REAL.wav,human,computer,Robotic,Robotic,
P825,ASV_Audio/DF_E_2320816-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_4840338-FAKE.wav,computer,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_4526997-FAKE.wav,computer,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_4286265-FAKE.wav,computer,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_3994507-FAKE.wav,computer,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_3251502-FAKE.wav,computer,computer,Disfluency,Robotic,
P826,ASV_Audio/DF_E_2327131-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_3197888-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_4986574-FAKE.wav,computer,human,Speed,Speed,
P826,ASV_Audio/DF_E_2569812-FAKE.wav,computer,computer,Quality,Speaking Style,
P826,ASV_Audio/DF_E_2876504-REAL.wav,human,human,Prosody,Prosody,
P826,ASV_Audio/DF_E_3325189-REAL.wav,human,human,Speaking Style,Speaking Style,
P826,ASV_Audio/DF_E_3546654-FAKE.wav,computer,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_4976664-FAKE.wav,computer,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_2968274-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P826,ASV_Audio/DF_E_2165034-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_3753783-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P826,ASV_Audio/DF_E_4518322-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_4144225-REAL.wav,human,computer,Robotic,Robotic,
P826,ASV_Audio/DF_E_4438315-REAL.wav,human,human,Human-Like,Human-Like,
P826,ASV_Audio/DF_E_3219173-FAKE.wav,computer,human,Human-Like,Human-Like,
P827,ASV_Audio/DF_E_3814301-REAL.wav,human,computer,Speaking Style,Quality,
P827,ASV_Audio/DF_E_2198795-FAKE.wav,computer,computer,Prosody,Quality,
P827,ASV_Audio/DF_E_4265458-REAL.wav,human,human,Human-Like,Human-Like,
P827,ASV_Audio/DF_E_2558661-FAKE.wav,computer,computer,Quality,Quality,Quality
P827,ASV_Audio/DF_E_4859883-REAL.wav,human,human,Bad Response,Speaking Style,
P827,ASV_Audio/DF_E_2917579-REAL.wav,human,human,Human-Like,Human-Like,
P827,ASV_Audio/DF_E_4175086-REAL.wav,human,human,Liveliness,Liveliness,
P827,ASV_Audio/DF_E_4128594-REAL.wav,human,human,Liveliness,Liveliness,
P827,ASV_Audio/DF_E_3827948-REAL.wav,human,human,Liveliness,Liveliness,
P827,ASV_Audio/DF_E_4289386-REAL.wav,human,human,Bad Response,Liveliness,
P827,ASV_Audio/DF_E_2466478-REAL.wav,human,human,Liveliness,Liveliness,
P827,ASV_Audio/DF_E_2799069-FAKE.wav,computer,computer,Prosody,Prosody,
P827,ASV_Audio/DF_E_4408378-REAL.wav,human,human,Liveliness,Liveliness,
P827,ASV_Audio/DF_E_2770645-FAKE.wav,computer,human,Human-Like,Human-Like,
P827,ASV_Audio/DF_E_2756793-REAL.wav,human,computer,Prosody,Prosody,
P827,ASV_Audio/DF_E_4749344-REAL.wav,human,human,Quality,Quality,
P827,ASV_Audio/DF_E_3855634-REAL.wav,human,human,Disfluency,Liveliness,
P827,ASV_Audio/DF_E_2444322-FAKE.wav,computer,computer,Prosody,Prosody,
P827,ASV_Audio/DF_E_2466311-REAL.wav,human,computer,Bad Response,Prosody,
P827,ASV_Audio/DF_E_2262273-REAL.wav,human,computer,Quality,Quality,
P828,ASV_Audio/DF_E_3461512-REAL.wav,human,computer,Speaking Style,Speaking Style,
P828,ASV_Audio/DF_E_4463357-FAKE.wav,computer,computer,Prosody,Prosody,
P828,ASV_Audio/DF_E_3456934-REAL.wav,human,human,Speaking Style,Disfluency,
P828,ASV_Audio/DF_E_3931762-FAKE.wav,computer,human,Prosody,Prosody,
P828,ASV_Audio/DF_E_2001183-FAKE.wav,computer,computer,Disfluency,Speaking Style,
P828,ASV_Audio/DF_E_4858590-FAKE.wav,computer,human,Prosody,Prosody,
P828,ASV_Audio/DF_E_2438431-FAKE.wav,computer,computer,Disfluency,Speaking Style,
P828,ASV_Audio/DF_E_3723952-REAL.wav,human,computer,Robotic,Robotic,
P828,ASV_Audio/DF_E_2359045-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P828,ASV_Audio/DF_E_4993165-FAKE.wav,computer,human,Prosody,Prosody,
P828,ASV_Audio/DF_E_2303170-REAL.wav,human,human,Liveliness,Liveliness,
P828,ASV_Audio/DF_E_2299726-REAL.wav,human,human,Disfluency,Disfluency,
P828,ASV_Audio/DF_E_3036692-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P828,ASV_Audio/DF_E_4722294-REAL.wav,human,human,Speaking Style,Speaking Style,
P828,ASV_Audio/DF_E_4565636-REAL.wav,human,human,Speaking Style,Speaking Style,
P828,ASV_Audio/DF_E_3710032-REAL.wav,human,human,Liveliness,Liveliness,
P828,ASV_Audio/DF_E_3290327-REAL.wav,human,computer,Prosody,Prosody,
P828,ASV_Audio/DF_E_2288203-REAL.wav,human,human,Liveliness,Liveliness,
P828,ASV_Audio/DF_E_4649313-REAL.wav,human,computer,Prosody,Prosody,
P828,ASV_Audio/DF_E_2104099-REAL.wav,human,human,Liveliness,Liveliness,
P829,ASV_Audio/DF_E_2213537-REAL.wav,human,human,Disfluency,Disfluency,
P829,ASV_Audio/DF_E_2533787-FAKE.wav,computer,computer,Quality,Quality,
P829,ASV_Audio/DF_E_4764607-REAL.wav,human,human,Disfluency,Disfluency,
P829,ASV_Audio/DF_E_3686910-FAKE.wav,computer,computer,Quality,Robotic,
P829,ASV_Audio/DF_E_3036926-REAL.wav,human,human,Speaking Style,Speaking Style,
P829,ASV_Audio/DF_E_4048141-REAL.wav,human,computer,Quality,Quality,
P829,ASV_Audio/DF_E_2604521-REAL.wav,human,human,Liveliness,Liveliness,
P829,ASV_Audio/DF_E_2151644-REAL.wav,human,human,Speaking Style,Speed,
P829,ASV_Audio/DF_E_3026916-REAL.wav,human,human,Disfluency,Disfluency,
P829,ASV_Audio/DF_E_2668991-FAKE.wav,computer,computer,Robotic,Robotic,
P829,ASV_Audio/DF_E_4178635-REAL.wav,human,computer,Robotic,Robotic,
P829,ASV_Audio/DF_E_3751838-FAKE.wav,computer,human,Quality,Human-Like,
P829,ASV_Audio/DF_E_2665834-FAKE.wav,computer,computer,Speed,Speed,
P829,ASV_Audio/DF_E_2967341-FAKE.wav,computer,computer,Robotic,Robotic,
P829,ASV_Audio/DF_E_4221625-REAL.wav,human,human,Disfluency,Liveliness,
P829,ASV_Audio/DF_E_3169579-FAKE.wav,computer,computer,Prosody,Prosody,
P829,ASV_Audio/DF_E_4337456-REAL.wav,human,human,Disfluency,Disfluency,
P829,ASV_Audio/DF_E_3715830-FAKE.wav,computer,human,Quality,Robotic,
P829,ASV_Audio/DF_E_2949476-FAKE.wav,computer,human,Quality,Robotic,
